latitude,longitude,String,danger
39.335,-76.563,There is 1 sex offender in this area. ,4
38.294999999999995,-76.499,There is 1 sex offender in this area. ,5
39.43299999999999,-76.293,There is 1 gun offender in this area. ,1
38.964,-76.898,There is 1 sex offender in this area. ,4
38.57299999999999,-76.083,There is 1 sex offender in this area. ,6
38.120999999999995,-76.371,There is 1 sex offender in this area. ,4
38.372,-75.59,There is 1 sex offender in this area. ,6
39.571999999999996,-76.366,There is 1 sex offender in this area. ,4
39.629,-78.839,There is 1 sex offender in this area. ,6
39.30499999999999,-76.599,There is 1 sex offender in this area. ,4
39.257999999999996,-76.7,There is 1 sex offender in this area. ,6
39.285,-76.653,There are 3 gun offenders in this area. ,3
39.619,-77.401,There is 1 sex offender in this area. ,5
39.312999999999995,-76.649,There is 1 sex offender in this area. There is 1 gun offender in this area. ,7
39.305,-76.633,There are 2 gun offenders in this area. There is 1 CCTV camera in this area. ,1
39.321,-76.693,There is 1 gun offender in this area. ,1
39.251,-76.615,There is 1 sex offender in this area. ,5
39.3,-76.766,There is 1 gun offender in this area. ,1
39.419,-76.917,There is 1 sex offender in this area. ,5
39.349999999999994,-76.552,There is 1 gun offender in this area. ,1
39.245,-76.501,There is 1 sex offender in this area. ,4
38.576,-76.078,There is 1 sex offender in this area. ,4
38.892999999999994,-75.815,There is 1 sex offender in this area. ,5
39.333,-76.635,There is 1 sex offender in this area. ,4
39.474,-76.62,There is 1 gun offender in this area. ,1
39.138,-77.202,There is 1 sex offender in this area. ,5
38.352999999999994,-75.169,There is 1 sex offender in this area. ,5
39.392999999999994,-89.071,There is 1 sex offender in this area. ,5
39.282,-76.536,There is 1 sex offender in this area. ,5
39.348,-76.754,There is 1 gun offender in this area. ,1
39.329,-76.657,There is 1 gun offender in this area. ,1
39.32899999999999,-76.657,There is 1 gun offender in this area. ,1
39.230999999999995,-76.599,There is 1 gun offender in this area. ,1
39.381,-76.571,There is 1 sex offender in this area. ,4
38.87,-76.934,There is 1 sex offender in this area. ,6
39.35,-76.608,There is 1 gun offender in this area. ,1
39.300999999999995,-76.579,There is 1 sex offender in this area. There are 3 gun offenders in this area. There is 1 CCTV camera in this area. ,8
38.958,-76.858,There is 1 sex offender in this area. ,5
